"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"3","92","अयं योग: पुण्यवतां धीराणां तत्त्वदर्शिनाम् ।
निर्मत्सराणां सिध्येन्न तु मत्सरशालिनाम् ॥९२॥","ayaṃ yogaḥ puṇyavatāṃ dhīrāṇāṃ tattvadarśinām |
nirmatsarāṇāṃ sidhyen na tu matsaraśālinām || 3.92 ||","[3.92] Denne yoga vil være succesfuld for de dydige og for dem, der
har erfaret det virkelige og for de uselviske; men ikke for dem, der er
fulde af selviskhed.
Dette er Amarolī:[^162]","[3.92] Sahajolī and Amarolī are only the different kinds of Vajrolī. Ashes from burnt up cowdung should be mixed with water.","[^162]: I nogle versioner af Haṭhapradīpikā (f.eks. GRETIL) er der indføjet et ekstra vers (nummereret 3.96), hvilket her er henvist til noteapparatet: pittolbaṇatvāt prathamāmbudhārāṃ vihāya niḥsāratayānty adhārām | niṣevyate śītalamadhyadhārā kāpālike khaṇḍamate'marolī || 3.96 || Undlad den første vandstråle, da den er fuld af galde, og den sidste stråle, da den er uden substans. Ret opmærksomheden mod den midterste kølende stråle. I en version af kraniebærernes doktrin (kāpālikaerne) er dette Amarolī.",NA,NA
"3","93","अथामरोली
अमरीं य: पिबेन्नित्यं नस्यं कुर्वन्दिने दिने ।
वज्रोलीमभ्यसेत्सम्यगमरोलीति कथ्यते ॥९३॥","athāmarolī
amarīṃ yaḥ piben nityaṃ nasyaṃ kurvan dine dine |
vajrolīm abhyaset samyag amarolīti kathyate || 3.93 ||","[3.93] Den, som drikker amarī jævnligt, dag for dag, med næsen, vil
praktisere Vajrolī korrekt. Dette kaldes Amarolī.[^163]","[3.93] Being free from the exercise of Vajrolī, man and woman should both rub it on their bodies.","[^163]: Her er der tale om et ordspil mellem amarī, 'udødelighedsnektar', og Amarolī. Amarī antages i denne sammenhæng at referere til urin.",NA,NA
"3","94","अभ्यासान्नि:सृतां चान्द्रीं विभुत्या सह मिश्रयेत् ।
धारयेदुत्तमाङ्गेषु दिव्यदृष्टि: प्रजायते ॥९४॥","abhyāsān niḥsr̥tāṃ cāndrīṃ vibhūtyā saha miśrayet |
dhārayed uttamāṅgeṣu divyadr̥ṣṭiḥ prajāyate || 3.94 ||","[3.94] Bland månenektar, som er affødt af praksis, med aske. Smør den
på de ædlere dele, hvilket frembringer et guddommeligt syn.","[3.94] This is called Sahajolī, and should be relied on by Yogīs. It does good and gives mokṣa.",NA,NA,NA
"3","95","पुंसो बिन्दुं समाकुञ्च्य सम्यगभ्यासपाटवात् ।
यदि नारी रजो रक्षेद्वज्रोल्या सापि योगिनी ॥९५॥","puṃso binduṃ samākuñcya samyag abhyāsapāṭavāt |
yadi nārī rajo rakṣed vajrolyā sāpi yoginī || 3.95 ||","[3.95] Hvis en kvinde fastholder sin rajas ved hjælp af Vajrolīmudrā,
efter at have trukket mandens bindu op ved denne praksis, så er hun i
sandhed en yoginī.","[3.95] This Yoga is achieved by courageous wise men, who are free from sloth, and cannot he accomplished by the slothful.",NA,NA,NA
"3","96","तस्याः किञ्चिद्रजो नाशं न गच्छति न संशयः ।
तस्याः शरीरनादस्तु बिन्दुतामेव गच्छति ॥९६॥","tasyāḥ kiñcid rajo nāśaṃ na gacchati na saṃśayaḥ |
tasyāḥ śarīranādas tu bindutām eva gacchati || 3.96 ||","[3.96] En del af hendes rajas går ikke tabt i hendes krop - herom er
der ingen tvivl - og hendes nāda omdannes til bindu.[^164]","[3.96] In the doctrine of the sect of the Kapālikas, the Amarolī is the drinking of the mid stream; leaving the 1st, as it is a mixture of too much bile and the last, which is useless.","[^164]: Nāda 'lyd', og bindu, 'sæd', sættes flere steder i relation til hinanden. I vers 4.1 er begge en del af Śivas natur, mens nāda og bindu i 3.63 beskrives som et par, der kan forenes i Mūlabandha, og lede til fuldkommenhed i yoga. I vers 4.102 anses nāda for at være et udtryk for den feminine kraft śakti, mens bindu er relateret til den mandlige kraft.",NA,NA
"3","97","स बिन्दुस्तद्रजश्चैव एकीभूय स्वदेहगौ ।
वज्रोल्यभ्यासयोगेन सर्वसिद्धिं प्रयच्छतः ॥९७॥","sa bindus tad rajaś caiva ekībhūya svadehagau |
vajrolyabhyāsayogena sarvasiddhiṃ prayacchataḥ || 3.97 ||","[3.97] Ved hjælp af yogapraksissen Vajrolīmudrā bliver bindu og rajas
forenet i ens egen krop. De fører til fuldkomne siddhier.","[3.97] He who drinks Amarī, snuffs it daily, and practices Vajrolī, is called practising Amarolī.",NA,NA,NA
"3","98","रक्षेदाकुञ्चनादूर्ध्वं या रजः सा हि योगिनी ।
अतीतानागतं वेत्ति खेचरी च भवेद्ध्रुवम् ॥९८॥","rakṣed ākuñcanād ūrdhvaṃ yā rajaḥ sā hi yoginī |
atītānāgataṃ vetti khecarī ca bhaved dhruvam || 3.98 ||","[3.98] En kvinde, som fastholder rajas ved at trække den opad, hun er
i sandhed en yoginī. Hun kender fortiden og fremtiden og vil for evigt
være en khecarī.",NA,NA,NA,NA
"3","99","देहसिद्धिं च लभते वज्रोल्यभ्यासयोगतः ।
अयं पुण्यकरो योगो भोगे भुक्तेऽपि मुक्तिदः ॥९९॥","dehasiddhiṃ ca labhate vajrolyabhyāsayogataḥ |
ayaṃ puṇyakaro yogo bhoge bhukte'pi muktidaḥ || 3.99 ||","[3.99] Yogien opnår kropslig fuldkommenhed ved hjælp af yogapraksissen
Vajrolīmudrā. Denne berigende yoga giver udfrielse, selv i forbindelse
med seksuel nydelse.
Dette er Śakticālana:","[3.99] The bindu discharged in the practice of Vajrolī should be mixed with ashes, and the rubbing it on the best parts of the body gives divine sight.",NA,NA,NA
"3","100","अथ शक्तिचालनम्
कुटिलाङ्गी कुण्डलिनी भुजङ्गी शक्तिरीश्वरी ।
कुण्डल्यरुन्धती चैते शब्दा: पयार्यवाचका: ॥१००॥","atha śakticālanam
kuṭilāṅgī kuṇḍalinī bhujaṅgī śaktir īśvarī |
kuṇḍaly arundhatī caite śabdāḥ paryāyavācakāḥ || 3.100 ||","[3.100] Kuṭilāṅgī, Kuṇḍalinī, Bhujaṅgī, Śakti, Īśvarī, Kuṇḍalī og
Arundhatī - disse ord er synonymer.[^165]",NA,"[^165]: Kuṭilāṅgī, 'Den sammenrullede', Bhujaṅgī, 'Den sammenrullede slange', Śakti, 'Kraften, Energien', Īśvarī, 'Herskerinden', Arundhatī, 'Den ustoppelige'.",NA,NA
"3","101","उद्घाटयेत्कपाटं तु यथा कुञ्चिकया हठात् ।
कुण्डलिन्या तथा योगी मोक्षद्वारं विभेदयेत् ॥१०१॥","udghāṭayet kapāṭaṃ tu yathā kuñcikayā haṭhāt |
kuṇḍalinyā tathā yogī mokṣadvāraṃ vibhedayet || 3.101 ||","[3.101] Haṭhayoga er som at åbne en dør med en nøgle. Ligeså bryder
yogien igennem udfrielsens port ved hjælp af Kuṇḍalinī.",NA,NA,NA,NA
"3","102","येन मार्गेण गन्तव्यं ब्रह्मस्थानं निरामयम् ।
मुखेनाच्छाद्य तद्द्वारं प्रसुप्ता परमेश्वरी ॥१०२॥","yena mārgeṇa gantavyaṃ brahmasthānaṃ nirāmayam |
mukhenācchādya tad dvāraṃ prasuptā parameśvarī || 3.102 ||","[3.102] Den vej, der følges til Brahmans ubesmittede tilholdssted, er
spærret af døren. Den højeste gudinde sover.",NA,NA,NA,NA
"3","103","कन्दोर्ध्वं कुण्डली शक्ति: सुप्ता मोक्षाय योगिनाम् ।
बन्धनाय च मूढानां यस्तां वेत्ति स योगवित् ॥१०३॥","kandordhvaṃ kuṇḍalī śaktiḥ suptā mokṣāya yoginām |
bandhanāya ca mūḍhānāṃ yas tāṃ vetti sa yogavit || 3.103 ||","[3.103] Kuṇḍalinī Śakti sover over roden.[^166] Hun fører yogierne til
udfrielse og binder de uvidende. Den, der kender hende, er yogakyndig.",NA,"[^166]: Her refereres der ikke til rodcakraet (Mūladhāra) for enden af Suṣumnā-kanalen ved perineum, men derimod til et sted ved navn kanda, 'rodknold'. Kanda siges at ligge over rodcakraet, dog er dens præcise placering omdiskuteret. Placeringen spænder fra et sted over rodcakraet til et sted under navlen (Maṇipura).",NA,NA
"3","104","कुण्डली कुटिलाकारा सर्पवत्परिकीर्तिता ।
सा शक्तिश्चालिता येन स मुक्तो नात्र संशय: ॥१०४॥","kuṇḍalī kuṭilākārā sarpavat parikīrtitā |
sā śaktiś cālitā yena sa mukto nātra saṃśayaḥ || 3.104 ||","[3.104] Kuṇḍalī siges at være sammenrullet som en slange. Den, som
sætter denne śakti i bevægelse, udfries. Herom er der ingen tvivl.","[3.104] Kutilāngī (crooked-bodied), Kuṇḍalinī, Bhujangī (a she-serpent) Śakti, Iśhwarī, Kundalī, Arundhatī,—all these words are synonymous.",NA,NA,NA
"3","105","गङ्गायमुनयोर्मध्ये बालरण्डां तपस्विनीम् ।
बलात्कारेण गृह्णीयात्तद्विष्णो: परमं पदम् ॥१०५॥","gaṅgāyamunayor madhye bālaraṇḍāṃ tapasvinīm |
balātkāreṇa gr̥hṇīyāt tad viṣṇoḥ paramaṃ padam || 3.105 ||","[3.105] Grib den asketiske barneenke,[^167] som befinder sig mellem
Gaṅgā og Yamunā, med tvang. Dette er Viṣṇus højeste stade.[^168]","[3.105] As a door is opened with a key, so the Yogī opens the door of mukti by opening Kuṇḍalinī by means of Haṭha Yoga.","[^167]: Bālaraṇḍā er også et synonym for 'barneluder' og dermed et skældsord på sanskrit, da børneenker ofte blev ofre for prostitution. Tantrisk sanskrit benytter sig fra tid til anden af chokerende og grænseoverskridende sprogbrug, der er blevet kendt som sandhābhāṣā, 'intentionelt sprog, hemmeligt sprog' eller sāṃdhyabhāṣā, 'tusmørkesprog' (sidstnævnte er fejlagtigt).
[^168]: Viṣṇus højeste stade kan referere til Vaikuṇṭha, den mytologisk region, hvor Viṣṇu befinder sig. Referencen anvendes formentlig som et udtryk for den yderste realitet (paramaṃ padam) og højeste bevidsthedstilstand.",NA,NA
"3","106","इडा भगवती गङ्गा पिङ्गला यमुना नदी ।
इडापिङ्गलयोर्मध्ये बालरण्डा च कुण्डली ॥१०६॥","iḍā bhagavatī gaṅgā piṅgalā yamunā nadī |
iḍāpiṅgalayor madhye bālaraṇḍā ca kuṇḍalī || 3.106 ||","[3.106] Iḍā er den hellige Gaṅgā og Piṅgalā er floden Yamunā. Kuṇḍalī
er barneenken mellem Iḍā og Piṅgalā.","[3.106] The Parameśwarī (Kuṇḍalinī) sleeps, covering the hole of the passage by which one can go to the seat of Brahma which is free from pains. [3.106] Keeping the feet in Vajra-āsana (Padma-āsana), hold them firmly with the hands. The position of the bulb then will be near the ankle joint, where it should be pressed.",NA,NA,NA
"3","107","पुच्छे प्रगृह्य भुजङ्गीं सुप्तामुद्बोधयेच्च ताम् ।
निद्रां विहाय सा शक्तिरूर्ध्वमुत्तिष्ठते हठात् ॥१०७॥","pucche pragr̥hya bhujaṅgīṃ suptām udbodhayec ca tām |
nidrāṃ vihāya sā śaktir ūrdhvam uttiṣṭhate haṭhāt || 3.107 ||","[3.107] Tag den sovende slange i halen og væk hende. Śakti rejser sig
opad, forladt af søvnen, i kraft af haṭhayoga.","[3.107] Kuṇḍalī Sakti sleeps on the bulb, for the purpose of giving moksa to Yogīs and bondage to the ignorant. He who knows it, knows Yoga.",NA,NA,NA
"3","108","अवस्थिता चैव फणावती सा
प्रातश्च सायं प्रहरार्धमात्रम् ।
प्रपूर्य सूर्यात्परिधानयुक्त्या
प्रगृह्य नित्यं परिचालनीया ॥१०८॥","avasthitā caiva phaṇāvatī sā prātaś ca sāyaṃ praharārdhamātram |
prapūrya sūryāt paridhānayuktyā pragr̥hya nityaṃ paricālanīyā ||
3.108 ||","[3.108] Ånd ind via solen.[^169] Tag fat ved hjælp af et stykke stof.
Bevæg den dvælende kobraslange[^170] vedvarende halvanden time morgen og
aften.","[3.108] Kuṇḍalī is of a bent shape, and has been described to be like a serpent. He who has moved that Śakti is no doubt Mukta (released from bondage).","[^169]: Piṅgalā kaldes også 'solkanalen' og er forbundet med højre næsebor.
[^170]: Her er den dvælende kobraslange en metafor for tungen, der antages at stå i forbindelse med Kuṇḍalinī. Man skal med andre ord trække i tungen, der er viklet ind i et stykke stof, så man bedre kan tage fat.",NA,NA
