"photo","chapter","verse","transliteration_with_image_change","transliteration","notes_parallels","notes_collation","translation_english","notes_sanskrit","notes_translation"
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","49","sarvakāle tu kālasya vañcanaṃ kathitaṃ priye/ evaṃ tu trividhaṃ devi mayā te prakaṭīkṛtam // 49 //","sarvakāle tu kālasya vañcanaṃ kathitaṃ priye/ evaṃ tu trividhaṃ devi mayā te prakaṭīkṛtam // 49 //",NA,NA,"8.49. O beloved, [I have] told [you about] the cheating of time at all times [by] the threefold method, O Goddess, thus it has been told to you by me.",NA,NA
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","50","kālasya vañcanaṃ nāma yogaṃ paramadurlabhaṃ / anenābhyāsayogena mṛtyujid bhavate naraḥ // 50 //","kālasya vañcanaṃ nāma yogaṃ paramadurlabhaṃ / anenābhyāsayogena mṛtyujid bhavate naraḥ // 50 //",NA,"50b yogaṃ paramadurlabhaṃ ] N1 N2 : yogaḥ paramadurlabhaḥ K1 50d bhavate ] N1 N2 : bhavati K1","8.50. The yoga called the cheating of time is diﬃcult to achieve. By that yoga practice a per- son becomes the Conqueror of Death.",NA,NA
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","51","anenaiva tu yogena lokānugrahakāmyayā/ mṛtyujid bhavate yogī sarvaprāṇiṣu sarvadā // 51 //","anenaiva tu yogena lokānugrahakāmyayā/ mṛtyujid bhavate yogī sarvaprāṇiṣu sarvadā // 51 //",NA,"51c bhavate mṛtyujid yogī ] N1 : mṛtyujid bhavati yogī N2 ; bhavate mṛtyujid yogī K1","8.51. And by that yoga, the Yogi becomes the Conqueror of Death with desire for grace to- wards the world, for all living beings at all times.",NA,NA
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","52","evaṃ mṛtyuñjayaṃ khyātaṃ śāśvataṃ paramaṃ dhruvaṃ/ asmāt parataraṃ nāsti satyam etad udāhṛtaṃ // 52 //","evaṃ mṛtyuñjayaṃ khyātaṃ śāśvataṃ paramaṃ dhruvaṃ/ asmāt parataraṃ nāsti satyam etad udāhṛtaṃ // 52 //",NA,"52a eṣa mṛtyuñjayaḥ khyātaḥ ] N1 N2 : eṣa mṛtyuñjayaḥ khyātaḥ K1 52b śāśvataṃ paramaṃ dhruvaṃ ] K1 : śāśvataḥ paramaḥ dhruvaḥ K1 52c parataraṃ ] N1 N2 : parataro K1 52d udāhṛtaṃ ] N1 N2 : vadāmy aham K1","8.52. He is called Conqueror of Death, eternal, supreme, rm. Other than that there is noth- ing higher. This is truly declared.",NA,NA
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","53","yat parāmṛtarūpaṃ tu trividhaṃ coditaṃ mayā tad abhyāsād bhavej[j]antur ātmano'pi parasya vā // 53 //","yat parāmṛtarūpaṃ tu trividhaṃ coditaṃ mayā tad abhyāsād bhavej[j]antur ātmano'pi parasya vā // 53 //",NA,"53c bhavejantur ] N1 N2 : bhavej jantur K1 53d ātmano'pi ] N1 N2 : ātmano'tha K1","8.53. There are three injunctions declared by me [for attaining] the supreme nectar;9 a per- son may become that with practice for the sake of himself or another.",NA,NA
"ochs_000_000_002_amrtesatantram_000_043.jpg","8","54-55ab","amṛtīśasamo devi mṛtyujinnātra saṃśayaḥ yena yena prakāreṇa yatra yatraiva saṃsmaret // 54 // tena tena prakāreṇa sa yogī kālajid bhavet","amṛtīśasamo devi mṛtyujinnātra saṃśayaḥ yena yena prakāreṇa yatra yatraiva saṃsmaret // 54 // tena tena prakāreṇa sa yogī kālajid bhavet",NA,"54a amṛtīśasamo ] N1 N2 : amṛteśasamo K1. 55a tena tena prakāreṇa ] N1 N2 : tena tenaiva bhāvena K1 55d ca ] N1 N2 : vā K1","8.54-55ab. He becomes equal to the Lord of Immortality, the Conquerer of Death, O God- dess, without doubt. By whatever method he may recall, by that method the Yogi becomes the Conqueror of Time.",NA,NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","56","yena yena hi yogena bhāvabhedena siddhyati tadekaṃ bahudhā devi dhyātaṃ vai siddhidaṃ bhavet // 56 //","yena yena hi yogena bhāvabhedena siddhyati tadekaṃ bahudhā devi dhyātaṃ vai siddhidaṃ bhavet // 56 //",NA,"56a hi ] N1 N2 : ca K1","8.56. Whatever is one's condition, by whatever observance, by whatever yoga with diﬀerent states of being, [the Yogi] attains success. That one, meditated in diﬀerent ways, O Goddess, bestows perfection.",NA,NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","57","dvaitādvaitavimiśre vā ekavīre'tha yāmale sarvasarvaprakāreṇa sarvadā siddho bhavet // 57 //","dvaitādvaitavimiśre vā ekavīre'tha yāmale sarvasarvaprakāreṇa sarvadā siddho bhavet // 57 //",NA,"57c sarvasarvaprakāreṇa ] N2 : sarvassarvaprakāreṇa N1 ; sarvaśāstraprakāreṇa K1 57d siddho ] N1 N2 : siddhidaṃ K1","8.57. By means of non-duality, duality, or mixed [tradition]10 or in the [way of] the solitary hero, or in the ritual of sexual union, by every method [the mantra] bestows perfection at all times.","57d N1 and N2 unmetrical.",NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","58","cintāratnaṃ yathā loke cintitārthapraphalapradam tathaiva mantrarājas tu cintitārthavidhayakaḥ // 58 //","cintāratnaṃ yathā loke cintitārthapraphalapradam tathaiva mantrarājas tu cintitārthavidhayakaḥ // 58 //",NA,"58b cintitārthapraphalapradam N1 N2 : cintitārthaphalapradam K1 58d cintitārthavidhayakaḥ ] N1 : cintitārthaphalapradaḥ N2 K1","8.58. As a wishing jewel in the world gives the fruit of one's desire, so the king of mantra gives the result of one's desire.","58b N1 and N2 unmetrical.",NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","59-60","mantrāṇāṃ saptakoṭīnām ālayaḥ paramo balī bhāvahīnās tu ye mantrāśaktihīnās tu kīlitāḥ // 59 // varṇamātrāvihīnās tu gurvāgamanavarjitāḥ bhraṣṭāmnāyavihīnā yepyāgamojjhitavighnitāḥ // 60 //","mantrāṇāṃ saptakoṭīnām ālayaḥ paramo balī bhāvahīnās tu ye mantrāśaktihīnās tu kīlitāḥ // 59 // varṇamātrāvihīnās tu gurvāgamanavarjitāḥ bhraṣṭāmnāyavihīnā yepyāgamojjhitavighnitāḥ // 60 //",NA,"59c mantrā ] N1 N2 : mantrāḥ K1 60b gurvāgamanavarjitāḥ ] N1 N2 : gurvāgamavivarjitāḥ K1 60d -pyāgamo- jjhitavighnitāḥ ] N1 N2 : āgamojjhitavighnitāḥ K1","8.59-60. This [netra mantra] is the supreme, powerful abode of seven by ten million mantras. [It will achieve success even if practiced by those who are] without [correct] disposition, who are bereft of the power of mantra, uncouth,11 bereft of measured phonemes, who have abandoned teachers and scriptures, who are without traditions, [and] who are also ob- structed due to scripture having been abandoned.",NA,NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","61-62","na siddhyanti yathā devi japtvāyāṣṭvā sahasraśaḥ asiddhā ripavo ye ca sarvaśaṃkāvivarjitāḥ // 61 // ādyantasaṃpuṭenaiva sādyarṇena tu rodhitāḥ mantreṇānena deveśi amṛtīśena dīpitāḥ // 62 //","na siddhyanti yathā devi japtvāyāṣṭvā sahasraśaḥ asiddhā ripavo ye ca sarvaśaṃkāvivarjitāḥ // 61 // ādyantasaṃpuṭenaiva sādyarṇena tu rodhitāḥ mantreṇānena deveśi amṛtīśena dīpitāḥ // 62 //",NA,"61a yathā ] N1 N2 : yadā K1 61b japtvāyāṣṭvā ] N1 N2 : japtā iṣṭāḥ K1 62d amṛtīśena dīpitāḥ ] N1 N2 : amṛteśena jīvitāḥ K1","8.61-62. As they do not succeed who are unperfected and false, bereft of all reservation, O Goddess, [even though] having striven [and] repeated [their own mantra] a thousand [times], nevertheless [if] those impaired ones enclose [their mantra] at the end and begin- ning with the syllables beginning with SA, [obstacles] are removed [and] they are illumi- nated by this mantra which is the Lord of Immortality, O Goddess.12",NA,NA
"ochs_000_000_002_amrtesatantram_000_044.jpg","8","63","siddhyanti hy aprayatnena yaṣṭā japtā na saṃśayaḥ dhyātāḥ sarvapradā devi bhavanti nānṛtaṃ vacaḥ // 63 //","siddhyanti hy aprayatnena yaṣṭā japtā na saṃśayaḥ dhyātāḥ sarvapradā devi bhavanti nānṛtaṃ vacaḥ // 63 //",NA,"63b yaṣṭā japtā ] N1 N2 : japtā iṣṭā K1 63d nānṛtaṃ vacaḥ ] N1 N2 : na vaco'nṛtam K1","8.63. They succeed through repeating the consecrated [mantra] without eﬀort, there is no doubt. [Those mantras] meditated upon bestow everything, O Goddess; this statement is not untrue.",NA,NA
"DOC__044a.jpg","8","64","iti te sarvaṃ ākhyātaṃ rahasyaṃ paramaṃ priye // 64 //","iti te sarvaṃ ākhyātaṃ rahasyaṃ paramaṃ priye // 64 //",NA,"64a iti te sarvaṃākhyātaṃ ] N1 N2 : iti sarvaṃsamākhātaṃ K1","8.64. Thus, O dear one, the entire supreme secret has been revealed to you.",NA,NA
